item_id,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,is_cold_start
136882186,-0.07171875238418579,-0.2567753493785858,-0.04896581172943115,0.1374005377292633,-0.069449782371521,0.11607575416564941,0
30673768,-0.08545893430709839,-0.11922049522399902,-0.06407976150512695,0.18056350946426392,-0.04409092664718628,0.07012081146240234,0
105850032,-0.10862591862678528,-0.15875694155693054,-0.07485771179199219,0.16536769270896912,0.0016165971755981445,0.08680808544158936,0
191859372,-0.06941044330596924,-0.11241370439529419,-0.03665018081665039,0.15996205806732178,0.007254600524902344,0.057978808879852295,0
233907783,-0.08766156435012817,-0.21182087063789368,-0.05650940537452698,0.14401793479919434,-0.02705281972885132,0.11392515897750854,0
135159072,-0.10092473030090332,0.36313575506210327,0.01309773325920105,-0.19814163446426392,0.15135517716407776,0.10086628794670105,0
201650529,0.04631790518760681,-0.30610400438308716,0.03336939215660095,-0.07732674479484558,-0.139422208070755,-0.0014929771423339844,0
129936889,0.06877979636192322,-0.24389290809631348,0.038136452436447144,-0.07084986567497253,-0.09725821018218994,0.010669320821762085,0
25868421,0.02364128828048706,-0.3161929249763489,0.02005743980407715,-0.004502147436141968,-0.19242271780967712,0.024860918521881104,0
194196651,0.021274566650390625,-0.31632015109062195,0.018526524305343628,0.0022953152656555176,-0.19449788331985474,0.027951717376708984,0
26359493,-0.03942021727561951,-0.18615391850471497,-0.020900070667266846,0.10803315043449402,-0.17924103140830994,0.018934637308120728,0
187247460,-0.02659773826599121,-0.019183218479156494,-0.007158935070037842,0.13001707196235657,-0.1338392198085785,-0.023398548364639282,0
204253956,0.03047451376914978,-0.30072614550590515,0.02388492226600647,-0.00953570008277893,-0.17435753345489502,0.027341783046722412,0
206693349,-0.04155021905899048,-0.18578919768333435,-0.022596150636672974,0.11183416843414307,-0.17733103036880493,0.021740257740020752,0
174794803,0.02202737331390381,-0.10922014713287354,0.021024078130722046,-0.07594329118728638,-0.0833120048046112,-5.40316104888916e-05,0
90643943,0.028629541397094727,-0.3155060410499573,0.023242473602294922,-0.02011328935623169,-0.18520081043243408,0.018040955066680908,0
117411149,-0.024089932441711426,-0.019159942865371704,-0.005718231201171875,0.13599884510040283,-0.05344703793525696,-0.038278728723526,0
226774599,-0.040992140769958496,-0.04413694143295288,-0.024802714586257935,0.18081718683242798,-0.14948347210884094,-0.007326036691665649,0
145499487,-0.018896549940109253,0.010846912860870361,-0.0004488527774810791,0.07517936825752258,0.163812518119812,-0.03295105695724487,0
166649448,-0.047363102436065674,-0.09644901752471924,-0.021489381790161133,0.18947875499725342,-0.14718997478485107,0.002495884895324707,0
105424796,-0.013268649578094482,-0.17624956369400024,-0.0010442137718200684,0.02878931164741516,-0.11187106370925903,-0.016577720642089844,0
212329007,0.1052396297454834,-0.23830124735832214,0.046010732650756836,-0.2051357626914978,-0.04107111692428589,-0.008864164352416992,0
171859485,-0.011818736791610718,-0.30933430790901184,-0.0039952099323272705,0.07119563221931458,-0.17620974779129028,0.0657089352607727,0
28662812,-0.07084619998931885,-0.25463104248046875,-0.04752218723297119,0.13548994064331055,-0.0677577555179596,0.11469480395317078,0
112711351,0.04065254330635071,-0.3087106943130493,0.030147463083267212,-0.05283951759338379,-0.162957102060318,0.007529705762863159,0
73449753,-0.0063055455684661865,-0.302287757396698,0.0006418824195861816,0.06151527166366577,-0.16698428988456726,0.06126046180725098,0
63020763,0.007752209901809692,-0.30730515718460083,0.009880900382995605,0.03697359561920166,-0.18180528283119202,0.047084689140319824,0
222272360,0.045786499977111816,-0.30590444803237915,0.03341573476791382,-0.09396865963935852,-0.10629183053970337,-0.010935097932815552,0
63043095,-0.07582208514213562,-0.0024200081825256348,-0.01857176423072815,0.10112714767456055,0.01529383659362793,0.044667184352874756,0
233977642,-0.07701629400253296,-0.07276749610900879,-0.04860195517539978,0.16722211241722107,-0.014090746641159058,0.04929095506668091,0
31876296,0.06663495302200317,-0.24281379580497742,0.037462830543518066,-0.06585448980331421,-0.09648311138153076,0.011793792247772217,0
